userId;numCores;diskSpace;memory;swap;distroVersion;kernel;class;cpu;country;architecture;distribution
545800;1;0;0;0;1;2.6.32;laptop;1Ghz;United States;x86;Linux Mint
346328;2;55853;1873;4032;6.2;2.6.32;laptop;Genuine Intel(R) CPU T2080;United States;i686;CentOS
512920;2;148348;882;1902;unstable;3.2.0;laptop;Intel(R) Atom(TM) CPU N270;Italy;i686;unknown
516746;1;0;0;0;11.10;3.0.0;laptop;Intel Atom N270;Germany;i386;Ubuntu
235618;1;28761;496;1294;11.04;2.6.38;laptop;Pentium III (Coppermine);United Kingdom;i686;Ubuntu
363979;2;0;0;0;11.10;3.0.2;laptop;1 x Intel Core 2 Duo;Germany;x86_64;Ubuntu
298070;2;36605;740;975;11.04;2.6.38;laptop;Intel(R) Pentium(R) 4 CPU 2.60GHz;Sweden;i686;Ubuntu
353844;1;455951;3885;4031;15.10 (Wily Werewolf);4.2.0;laptop;Intel(R) Core(TM) i3-2310M CPU;Luxembourg;x86_64;Ubuntu
491082;2;0;0;0;12.04;2.6.38;laptop;Atom Intel N455;United States;i386;Xubuntu
512947;4;0;0;0;15;2.6.40;laptop;Intel(R) Core(TM) i3 CPU M 350;Portugal;x86_64;Fedora
475845;2;48269;2013;2136;10.04;2.6.32;laptop;Genuine Intel(R) CPU T1500;Italy;i686;Ubuntu
418347;4;0;0;0;current;2.6.38;laptop;Intel Core i5-2520M;Switzerland;x86_64;Slackware
14124;1;25411;995;1953;3.0;3.8.0;laptop;Intel(R) Celeron(R) M processor 1.40GHz;Netherlands;i686;UberStudent
442120;2;147657;876;2612;testing;3.2.0;laptop;Intel(R) Atom(TM) CPU Z530;Mexico;i686;Debian
467330;2;69888;993;30;11.10;3.0.0;laptop;Intel(R) Core(TM)2 CPU T5500;Germany;i686;Ubuntu
545875;1;93906;4044;4100;6.0-updates;3.0.0;laptop;Intel(R) Celeron(R) CPU 540;Russian Federation;i686;Debian
454996;1;0;0;0;6.0;2.6.32;laptop;1.6 GHz Intel Atom;Italy;i386;Debian
518422;2;0;0;0;10.04;2.6.35;laptop;AMD Athlon(tm) X2 Dual-Core QL-65;New Zealand;i386;Ubuntu
545896;2;0;0;0;11.04;2.6.38;laptop;1.66-GHz Intel Atom N450;Italy;unknown;Xubuntu
216397;1;145067;2888;6142;11.4;2.6.37;laptop;AMD Athlon(tm) Processor 2650e;United States;x86_64;openSUSE
279448;2;0;0;0;13.37;2.6.37;laptop;Intel T2050;Italy;i386;Slackware
545904;3;0;0;0;10.10;2.6.35;laptop;AMD Phenom II N830;United Kingdom;i686;Ubuntu
545904;1;0;0;0;10.04;2.6.32;laptop;Intel Celeron M;United Kingdom;i686;Ubuntu
448413;2;286666;3014;5731;13.37.0;2.6.37;laptop;Intel(R) Core(TM)2 Duo CPU T8300;Norway;x86_64;Slackware
261912;2;149231;993;1014;11;2.6.38;laptop;Intel(R) Atom(TM) CPU N270;United States;i686;Linux Mint
485886;4;498655;7873;8000;\N;3.6.3;laptop;Intel(R) Core(TM) i5-2430M CPU;Czech Republic;x86_64;Arch
527709;2;349868;3017;3099;11;2.6.38;laptop;Intel(R) Core(TM)2 CPU T7200;United States;x86_64;Linux Mint
374806;1;231334;1758;3432;6.0.3;3.2.0;laptop;AMD V105 Processor;United States;x86_64;Debian
518979;1;0;0;0;rolling release;3.0.7;laptop;GenuineIntel;Qatar;i686;Arch
457740;2;0;0;0;11.10;3.0.0;laptop;AMDÂ® Fusion APU E350 1.6GHz (dual core);New Zealand;unknown;Ubuntu
518984;2;0;0;0;Wheezy;3.0.1;laptop;Intel Core i5;Poland;amd64;Debian
518542;2;0;0;0;5;2.6.34;laptop;1 x AMD Athlon 64 3200+;El Salvador;unknown;Debian
545936;2;236121;1989;935;6.0.6;2.6.32;laptop;Intel(R) Core(TM)2 Duo CPU T6400;Spain;i686;Debian
545937;2;228780;3965;6016;\N;2.6.40;laptop;Intel(R) Pentium(R) Dual CPU T2390;Ukraine;x86_64;Fedora
545939;2;0;0;0;\N;2.6.38;laptop;AMD Turion II P560;Switzerland;unknown;Ubuntu
518619;4;276681;2004;0;11.10;3.0.0;laptop;Intel(R) Atom(TM) CPU D525;Brazil;i686;Ubuntu
519656;2;3346;992;214;10.04;2.6.32;laptop;Intel(R) Atom(TM) CPU N270;United States;i686;Ubuntu
417174;4;0;0;0;Katya;3.1.0;laptop;Intel Core i7 2630M;United States;x86_64;Linux Mint
519476;2;0;0;0;6;2.6.20;laptop;Intel Core 2 CPU 6400;United States;i686;Fedora
545982;2;0;0;0;11.04;2.6.38;laptop;intel t4400;Belarus;unknown;Kubuntu
518258;2;0;0;0;13.37;2.6.38;laptop;dual core;Italy;x86;Slackware
518528;2;0;0;0;11;2.6.38;laptop;1.6 GHz Intel Atom;Indonesia;x86;Linux Mint
545991;4;0;0;0;6.0.2 Squeeze;2.6.39;laptop;Intel Core i7 740QM;Venezuela;x86_64;Debian
545992;0;0;0;0;6.2;2.6.32;laptop;;Brazil;x86_64;Red Hat
432797;2;283554;3965;5936;testing;3.2.0;laptop;Intel(R) Core(TM)2 Duo CPU T7500;Brazil;x86_64;Debian
432797;1;55313;1976;1034;10.04;2.6.32;laptop;Mobile AMD Sempron(tm) Processor 3400;Brazil;x86_64;Ubuntu
446454;1;0;0;0;2010.1;2.6.33;laptop;Centrino Intel(R) Pentium(R) M processor 1.60GHz;Costa Rica;i386;PCLinuxOS
546020;2;976919;3962;6016;release;2.6.40;laptop;Pentium(R) Dual-Core CPU T4400;Netherlands;x86_64;Fedora
369496;2;0;0;0;\N;3.1.0;laptop;Intel Atom N450;Finland;i686;openSUSE
438874;4;704629;7848;10000;6.0.3;3.2.0;laptop;Intel(R) Core(TM) i5-2430M CPU;Thailand;x86_64;Debian
546043;1;43145;1886;1952;11.10;3.0.0;laptop;Mobile AMD Sempron(tm) Processor 3400;Spain;i686;Ubuntu
519639;2;0;0;0;11.4;2.6.37;laptop;1 x Intel Core 2 Duo;Italy;i586;openSUSE
546060;2;0;0;0;2010-2011;3.0.4;laptop;Core 2 Duo;Finland;unknown;Linux From Scratch
546074;2;0;0;0;13.37;2.6.37;laptop;Intel Pentium Dual Core T2410;Russian Federation;x86;Salix OS
529194;1;0;0;0;14;2.6.35;laptop;Intel Celeron M 520;Mexico;i686;Fedora
546079;2;304556;1890;476;6.0.3;2.6.32;laptop;Intel(R) Pentium(R) CPU P6200;Australia;i686;Debian
546081;2;108071;3041;0;1;3.0.0;laptop;Genuine Intel(R) CPU T2400;Denmark;i686;Linux Mint
521245;2;0;0;0;16 Verne;3.1.0;laptop;Intel Core 2 Duo T7500;Russian Federation;x86_64;Fedora
264318;2;0;0;0;10;2.6.35;laptop;Intel Centrino Duo T7200;Bulgaria;amd64;Linux Mint
521716;2;0;0;0;\N;2.38.0;laptop;amd dual core;Argentina;unknown;64 Studio
546104;1;0;0;0;Slackware 13.37;2.6.38;laptop;1.66-GHz Intel Atom N450;Argentina;x86;Slackware
521590;3;224028;2772;4095;11.10;3.0.0;laptop;AMD Phenom(tm) II N830 Triple-Core Processor;Mexico;i686;Ubuntu
546126;4;394356;3824;1912;11.10;3.0.0;laptop;Intel(R) Core(TM) i5 CPU M 430;Romania;i686;Ubuntu
521932;2;0;0;0;11.10;3.0.0;laptop;Atom N450 1.66 GH;United States;unknown;Ubuntu
546131;2;0;0;0;6;2.6.32;laptop;1 x Intel Core 2 Duo;Spain;x86_64;Debian
521292;2;0;0;0;6.0;3.0.0;laptop;Intel(R) Core(TM)2 Duo CPU T5870;Ukraine;x86_64;Debian
435431;4;0;0;0;13.37;3.0.3;laptop;Intel Core i5-480M;Poland;unknown;Salix OS
521161;2;91967;3016;1953;2.1;3.0.6;laptop;Intel(R) Core(TM)2 CPU T5600;France;x86_64;Gentoo Linux
135551;2;67428;3883;7812;11.10;3.2.0;laptop;Intel(R) Core(TM)2 Duo CPU T7500;United States;x86_64;Ubuntu
522431;2;0;0;0;\N;3.2.0;laptop;Intel Core i5;Indonesia;x86_64;Ubuntu
522240;1;0;0;0;10.04;3.0.0;laptop;Intel Atom N270 1600 MHz;Hungary;i686;Ubuntu
522089;4;231852;3835;8388;Arch;4.2.5;laptop;Intel(R) Core(TM) i5 CPU M 560;Denmark;x86_64;Arch
472329;1;74267;687;2047;12.1.0;2.6.27;laptop;Intel(R) Celeron(R) M CPU 520;United States;i686;VectorLinux
522006;2;0;0;0;\N;3.2.0;laptop;Intel Core 2 Duo;Germany;i686;Ubuntu
520948;1;0;0;0;10.10;2.6.35;laptop;Intel Celeron 900;United States;unknown;Ubuntu
546163;4;296907;3968;3904;7.0;3.2.0;laptop;Intel(R) Core(TM)2 Quad CPU Q9000;United States;x86_64;Debian
546163;1;0;0;0;6.0.3;2.6.32;laptop;Intell Pentium II;United States;i686;Debian
537609;1;0;0;0;\N;3.0.6;laptop;Intel Core i3;Brazil;x86_64;Arch
544538;1;7288;2006;243;11.10;3.0.0;laptop;Intel(R) Celeron(R) M processor 900MHz;Romania;i686;Ubuntu
545674;4;298447;2005;2038;11.10;3.0.0;laptop;Intel(R) Atom(TM) CPU N570;Argentina;i686;Ubuntu
314371;2;156467;1880;0;10.10;2.6.35;laptop;AMD Turion(tm) 64 X2 Mobile Technology TL-56;Chile;x86_64;Ubuntu
304341;2;296436;3639;4078;11;3.5.0;laptop;AMD E-350 Processor;France;i686;Linux Mint
403441;2;0;0;0;6.0;2.6.32;laptop;Intel Core Duo T2500;Australia;x86;Debian
367566;1;27658;249;517;6.0.3;2.6.32;laptop;Pentium III (Coppermine);United Kingdom;i686;Debian
546196;1;0;0;0;14 (Laughlin);2.6.35;laptop;AMD Semprom 3000+;United Kingdom;unknown;Fedora
367566;1;4692;1010;0;6.0.3;2.6.32;laptop;Mobile Intel(R) Pentium(R) 4 CPU 3.06GHz;United Kingdom;i686;Debian
546205;1;149355;869;888;11.10;3.0.0;laptop;Intel(R) Celeron(R) CPU 900;Mexico;i686;Ubuntu
499493;2;0;0;0;Sid;3.0.0;laptop;i3 M350 2.27GHz;Brazil;unknown;Debian
420167;4;0;0;0;11.04;2.6.38;laptop;Intel(R) Core(TM) i5 CPU M450;Poland;unknown;Ubuntu
4867;1;93869;3863;5918;11.10;3.0.0;laptop;Genuine Intel(R) CPU U2700;Australia;i686;Ubuntu
449347;2;0;0;0;10.04;2.6.32;laptop;Intel Core 2 Duo;Australia;x86;Ubuntu
499505;4;24326;3853;7;6.0-updates;3.2.0;laptop;Intel(R) Core(TM) i5 CPU M 560;France;i686;Debian
368285;2;393811;1962;2444;15;3.8.0;laptop;Intel(R) Core(TM)2 Duo CPU T7300;Poland;x86_64;Linux Mint
384390;2;0;0;0;16;3.1.1;laptop;;Chile;i686;Fedora
186230;4;146436;7884;4101;12.2;3.4.11;laptop;Intel(R) Core(TM) i7-2640M CPU;France;x86_64;openSUSE
497631;2;0;0;0;Squeeze;2.6.32;laptop;1.66-GHz Intel Atom N450;Brazil;x86;Debian
497631;1;0;0;0;Squeeze;2.6.32;laptop;2.00 GHz Intel M575;Brazil;x86;Debian
546254;2;0;0;0;10.04;2.6.32;laptop;Intel Centrino 2 G;Germany;unknown;Ubuntu
546258;4;0;0;0;12.1;3.1.0;laptop;1 x Inte Core i3;Spain;x86_64;openSUSE
448985;2;0;0;0;16;3.0.1;laptop;intel dual core;Mexico;unknown;Fedora
292940;1;35983;1510;1595;testing;3.2.0;laptop;Intel(R) Pentium(R) M processor 1.73GHz;Italy;i686;Debian
546258;2;0;0;0;12.1;3.2.1;laptop;Intel Core 2 Duo T7200;Spain;unknown;openSUSE
302785;1;0;0;0;KDE-2011-09 (Stripped do;2.6.38;laptop;Intel;Philippines;i686;PCLinuxOS
546287;2;234234;1825;499;6.3;2.6.32;laptop;Pentium(R) Dual-Core CPU T4300;Indonesia;i686;CentOS
484499;4;0;0;0;2011.08.19;3.4.9;laptop;Intel(R) Core(TM) i5-2430M CPU;United States;x86_64;Arch
380609;1;0;0;0;11.4;2.6.34;laptop;AMD V140 Processor;Hungary;x86_64;openSUSE
546318;2;0;0;0;12.1;3.1.0;laptop;Intel(R) Core(TM) 2 Duo CPU P7350;United States;x86_64;openSUSE
21505;0;0;0;0;testing;3.0.0;laptop;Atom N270;United Kingdom;i386;Debian
546345;1;0;0;0;Slacko 5.3;2.6.37;laptop;Intel Celeron M;Philippines;x86;Puppy Linux
253605;1;74321;938;980;10.04;2.6.32;laptop;Intel(R) Celeron(R) M CPU 430;Brazil;i686;Ubuntu
546391;4;0;0;0;11.10;3.0.0;laptop;Intel Core i5 2410M;Chile;amd64;Ubuntu
546434;2;148216;2011;2045;11;2.6.38;laptop;Intel(R) Core(TM)2 Duo CPU T7250;Germany;i686;Linux Mint
257630;3;639450;3700;5760;15;2.6.41;laptop;AMD Phenom(tm) II N830 Triple-Core Processor;United Kingdom;x86_64;Fedora
546465;2;295771;2007;3098;2011.0;3.0.4;laptop;Intel(R) Core(TM)2 Duo CPU T7100;Brazil;i686;Mandriva
405390;0;0;0;0;11.10;3.0.0;laptop;Intel(R) Atom(TM) CPU N455;United States;i686;Lubuntu
546479;1;0;0;0;\N;3.0.6;laptop;1;Australia;i686;Arch
546514;2;0;0;0;16;3.1.1;laptop;Intel Core 2 Duo T5800 2.0 Ghz;Vietnam;unknown;Fedora
546513;2;59455;2004;2614;11.10;3.0.0;laptop;Intel(R) Atom(TM) CPU N270;Russian Federation;i686;Ubuntu
485485;4;601307;5956;6180;2011.09;3.10.10;laptop;Intel(R) Core(TM) i5-2410M CPU;Norway;x86_64;Chakra
458509;2;71097;3953;4085;11.10;3.0.0;laptop;Intel(R) Core(TM)2 Duo CPU T7300;Poland;x86_64;Xubuntu
438406;2;0;0;0;11.10;3.0.0;laptop;AMD Athlon(tm) 64 X2 Dual-Core Processor TK-55;Portugal;i686;Ubuntu
482946;2;170423;1979;4095;10.04;2.6.32;laptop;Intel(R) Core(TM)2 Duo CPU T6570;Dominican Republic;i686;Ubuntu
449294;2;144180;2249;3033;13;3.2.0;laptop;AMD A4-3300M APU with Radeon(tm) HD Graphics;Russian Federation;x86_64;Linux Mint
515065;2;606732;2971;5607;7.1;3.2.0;laptop;Intel(R) Core(TM)2 Duo CPU P7570;Brazil;i686;Debian
482547;4;406475;7894;15536;\N;3.8.5;laptop;Intel(R) Core(TM) i5-2410M CPU;Poland;x86_64;Fedora
546604;4;0;0;0;\N;3.1.2;laptop;;Japan;x86_64;Arch
546604;4;0;0;0;11.10;3.0.0;laptop;;Japan;x86_64;Ubuntu
380729;2;0;0;0;2011.06 KDE-4;2.6.38;laptop;Intel Core2Duo;United States;unknown;PCLinuxOS
546626;4;0;0;0;\N;3.1.2;laptop;ntel(R) Core(TM) i7-2620M;Brazil;x86_64;Arch
546628;8;111969;7871;9920;16;3.2.3;laptop;Intel(R) Core(TM) i7-2720QM CPU;United States;x86_64;Fedora
546634;1;0;0;0;10.10;2.6.35;laptop;Genuine Intel(R) CPU 585;United States;i686;Ubuntu
435836;2;0;0;0;11.04;3.1.0;laptop;Intel(R) Core(TM) i5-2410M;Denmark;amd64;Ubuntu
289923;2;7514;1759;0;10.10;2.6.35;laptop;AMD Athlon(tm) 64 X2 Dual-Core Processor TK-57;France;i686;Ubuntu
165585;2;347735;3555;5600;19;3.11.7;laptop;AMD E-350 Processor;Poland;x86_64;Fedora
219045;4;71275;3760;3892;11.10;3.0.0;laptop;Intel(R) Core(TM) i5 CPU M 520;Finland;x86_64;Ubuntu
235699;4;225050;3816;9704;10.10;3.8.0;laptop;Intel(R) Core(TM) i7 CPU M 620;United States;x86_64;Ubuntu
410733;2;472532;2824;3815;\N;3.2.0;laptop;Intel(R) Pentium(R) CPU P6200;United Kingdom;i686;Ubuntu
441464;4;0;0;0;\N;3.1.3;laptop;Intel Core i5;Spain;x86_64;Arch
469476;4;193220;3872;1000;Rolling release;3.5.0;laptop;Intel(R) Core(TM) i3-2357M CPU;Finland;x86_64;Arch
546707;2;228843;3889;5952;release;3.1.2;laptop;Pentium(R) Dual-Core CPU T4500;Poland;x86_64;Fedora
116461;1;37076;500;487;13.0.0.0.0;2.6.32;laptop;Intel(R) Pentium(R) M processor 1500MHz;Norway;i686;Slackware
92082;4;325324;3763;2047;14;2.6.35;laptop;Intel(R) Core(TM) i3 CPU M 350;United States;x86_64;Fedora
546766;4;0;0;0;7.0;2.6.37;laptop;Intel Core i7 820QM;China;i486;Zenwalk
546788;2;0;0;0;15;2.6.41;laptop;Intel Atom 1.6 GHz;Poland;i686;Fedora
230944;2;469453;2008;0;11.10;3.0.0;laptop;Intel(R) Core(TM)2 Duo CPU T7500;Denmark;x86_64;Ubuntu
496281;4;953133;8087;8298;14.04.4 LTS, Trusty Tahr;4.2.0;laptop;Intel(R) Core(TM) i5-2410M CPU;Argentina;x86_64;Ubuntu
546815;1;0;0;0;11;2.6.38;laptop;Intel(R) Pentium(R) M processor 1400MHz;United States;i686;Linux Mint
545087;4;0;0;0;16;3.1.2;laptop;1 x AMD Phenom II X4 940;Brazil;unknown;Fedora
477117;3;0;0;0;10.10;2.6.35;laptop;AMD Phenom II N830 Triple Core;United Kingdom;i686;Ubuntu
477117;1;0;0;0;10.04;2.6.35;laptop;Intel Celeron M;United Kingdom;i686;Ubuntu
546857;4;0;0;0;\N;3.5.0;laptop;sony vaio vpcej2l1e;Spain;i686;Ubuntu
537856;4;0;0;0;11.10;3.0.0;laptop;Intel(R) Core(TM) i5-2410M CPU;Colombia;x86_64;Kubuntu
186507;4;1433229;8077;8388;8 (jessie);3.16.0;laptop;Intel(R) Core(TM) i7-2620M CPU;Portugal;x86_64;Debian
546205;2;289055;1933;1976;12;3.1.4;laptop;Pentium(R) Dual-Core CPU T4500;Mexico;x86_64;Linux Mint
546705;1;9010;182;456;10.04;2.6.32;laptop;AMD Duron(tm) processor;United Kingdom;i686;Ubuntu
546930;1;0;0;0;11.04;2.6.38;laptop;Intel Core 2 Duo;United States;x86;Ubuntu
546929;2;0;0;0;11.10;3.0.0;laptop;IntelÂ® Coreâ„¢2 CPU U7600;Romania;i386;Ubuntu
363535;1;0;0;0;11.10;2.6.38;laptop;AMD Semprom;France;i386;Xubuntu
546944;0;0;0;0;11.04;2.6.38;laptop;;Malaysia;unknown;Ubuntu
546946;8;754530;11983;15626;2011.08.19;3.1.4;laptop;Intel(R) Core(TM) i7-2820QM CPU;United States;x86_64;Arch
546951;2;0;0;0;12 Lisa GNOME x86_64;3.0.0;laptop;Intel(R) Core(TM)2 Duo L9300;Japan;unknown;Linux Mint
293683;2;116340;1133;0;x86;2.6.36;laptop;Intel(R) Atom(TM) CPU N270;Finland;i686;Gentoo Linux
546923;2;0;0;0;Debian;2.6.39;laptop;;Czech Republic;unknown;Linux Mint
546963;2;0;0;0;10.04;2.6.32;laptop;Intel Core 2 Duo T7100;United States;x86_64;Ubuntu
546963;1;0;0;0;6.0;2.6.32;laptop;1.6 GHz Intel Atom;United States;x86;Debian
67864;1;0;0;0;15;2.6.41;laptop;Pentium 4 Mobile CPU;United States;unknown;Fedora
414252;1;40449;1389;0;2011;2.6.38;laptop;Mobile AMD Sempron(tm) Processor 3300;United States;i686;PCLinuxOS
213110;4;465567;3016;3934;16;3.1.4;laptop;Intel(R) Core(TM) i3 CPU M 330;Benin;i686;Fedora
546984;2;0;0;0;LISA LM12;3.2.1;laptop;2 x Intel Core 2 Duo;United States;unknown;Linux Mint
436897;2;0;0;0;11;2.6.38;laptop;Intel Core 2 Duo;Colombia;unknown;Linux Mint
546952;1;54172;229;2196;9.10;2.6.31;laptop;Celeron (Coppermine);United States;i686;Ubuntu
547000;2;0;0;0;\N;1.4.1;laptop;2 x AMD Athlon 64;Colombia;unknown;Arch
299020;2;0;0;0;2010.2;2.6.33;laptop;Intel Core i5;France;x86_64;Mandriva
410589;2;249166;2524;1024;7.1;3.2.0;laptop;Genuine Intel(R) CPU T2300;Finland;i686;Debian
428859;4;300453;7889;0;11.10;3.0.0;laptop;Intel(R) Core(TM) i7-2620M CPU;United States;x86_64;Ubuntu
546682;1;16553;993;487;11.04;2.6.38;laptop;Intel(R) Celeron(R) M processor 900MHz;Poland;i686;Ubuntu
312398;1;0;0;0;10.04;2.6.32;laptop;Pentium M;Canada;unknown;Ubuntu
547032;2;9387;1998;2000;14;3.0.7;laptop;Intel(R) Atom(TM) CPU N450;Poland;x86_64;Fuduntu
528701;2;0;0;0;15;2.6.41;laptop;Intel(R) Core(TM)2 Duo CPU T7250;Brazil;unknown;Fedora
547064;2;0;0;0;11.10;3.0.0;laptop;Intel Core 2 Duo P8400;Italy;unknown;Ubuntu
509068;2;0;0;0;16;3.1.4;laptop;Core 2 Duo 2.2Ghz;United Kingdom;x86_64;Fedora
547076;1;0;0;0;11.10;3.0.0;laptop;IntelÂ® Celeron(R) CPU 560;United States;unknown;Ubuntu
510550;2;227037;2007;7812;11.10;3.0.0;laptop;Intel(R) Core(TM)2 Duo CPU T8100;Germany;x86_64;Ubuntu
521688;2;233734;992;1012;12;3.0.0;laptop;Intel(R) Atom(TM) CPU N455;Brazil;i686;Linux Mint
547126;4;0;0;0;\N;3.1.5;laptop;Intel Core i5 480M;Venezuela;x86_64;Arch
75896;1;35914;994;2033;11.10;3.13.0;laptop;Intel(R) Pentium(R) M processor 1.73GHz;Germany;i686;Ubuntu
547147;2;388434;3806;1906;testing;3.1.0;laptop;Pentium(R) Dual-Core CPU T4300;France;x86_64;Debian
547151;1;0;0;0;6.0.3;2.6.32;laptop;Intel (r) Celeron (r) M processor 1.5Ghz;Mongolia;i686;Debian
547151;1;0;0;0;10;2.6.35;laptop;AMD Athlon 64 TF-20;Mongolia;i686;Linux Mint
473053;2;0;0;0;rolling release;3.1.4;laptop;Intel Core i3 M 350;Poland;unknown;Arch
542448;2;231742;992;2906;11.10;3.13.0;laptop;Intel(R) Atom(TM) CPU N450;Austria;i686;Ubuntu
525501;1;0;0;0;11.04;2.6.38;laptop;Intel Core2Duo;Indonesia;x86;Ubuntu
525501;2;0;0;0;11.10;2.6.38;laptop;intel dual core;Indonesia;x86;Ubuntu
547195;2;237130;2763;1024;n/a;3.2.5;laptop;Intel(R) Pentium(R) Dual CPU T3400;Brazil;x86_64;Arch
547196;2;0;0;0;6.0 Squeeze;2.6.32;laptop;Intel centrino con procesador Intel PentiumT4300;Mexico;unknown;Debian
530857;1;0;0;0;#NOME?;2.6.38;laptop;Intel Atom N450;United States;i686;Slackware
318608;4;0;0;0;unstable;3.1.0;laptop;Intel(R) Core(TM) i7-2620M CPU;Austria;x86_64;Debian
547267;4;688955;7918;15463;6.0.3;2.6.39;laptop;Intel(R) Core(TM) i5-2410M CPU;United States;x86_64;Debian
547272;1;0;0;0;10  statler;2.6.39;laptop;Intel Atom N450;Italy;i686;CrunchBang Linux
154542;2;290819;7585;9776;6.2;2.6.32;laptop;AMD E-350 Processor;Germany;i686;CentOS
543121;2;58080;3962;5803;12.04;3.10.18;laptop;Intel(R) Atom(TM) CPU N450;United States;x86_64;Ubuntu
547295;4;107881;5457;5858;11.10;3.0.0;laptop;AMD A8-3500M APU with Radeon(tm) HD Graphics;United States;x86_64;Ubuntu
547306;4;0;0;0;6.0;2.6.32;laptop;Intel Pentium P6100 2.00GHz;Indonesia;i386;CentOS
383274;2;0;0;0;Xubuntu 11.10;2.6.36;laptop;MD AthlonTM 64 X2 Dual-Core processor TK-57 (1.9GHz/256KB);United States;unknown;Xubuntu
547351;1;0;0;0;11.04;2.6.38;laptop;Atom N270;Italy;unknown;Ubuntu
505541;2;110764;993;1939;testing;3.1.0;laptop;Intel(R) Pentium(R) Dual CPU T2370;Croatia;x86_64;Debian
546326;4;0;0;0;7;3.2.0;laptop;Core i5-480;Germany;amd64;Debian
547406;1;0;0;0;Slackware 13.37,CrunchBa;2.6.3;laptop;;United States;i386;Slackware
547428;2;309650;3921;5984;release;3.1.6;laptop;Intel(R) Core(TM)2 Duo CPU P8600;India;x86_64;Fedora
547437;1;0;0;0;12.10;3.1.5;laptop;VIA C7;Finland;i686;Lubuntu
547437;2;0;0;0;Cauldron;3.1.5;laptop;AMD C-50 Dual-Core APU;Finland;amd64;Mageia
547464;2;468511;3702;957;n/a;3.1.0;laptop;AMD Turion(tm) X2 Dual-Core Mobile RM-75;Argentina;x86_64;Sabayon
547455;4;455940;3763;8162;10;2.6.35;laptop;Intel(R) Core(TM) i3 CPU M 330;United States;x86_64;Linux Mint
531461;2;0;0;0;openSuSe;1.10.7;laptop;;Chile;i686;unknown
406847;4;0;0;0;16;3.1.6;laptop;i5;Mexico;i686;Fedora
545476;2;465927;3508;3581;11;2.6.38;laptop;Intel(R) Core(TM)2 Duo CPU P7350;Austria;i686;unknown
346154;2;149394;1921;1004;testing;3.2.0;laptop;Intel(R) Core(TM)2 Duo CPU P8600;United States;i686;Debian
547528;2;0;0;0;13.37;2.6.37;laptop;Intel Core i5;Canada;x86_64;Slackware
507569;1;0;0;0;11;2.6.38;laptop;Intel(R) Celeron(R) M processor 900MHz;Finland;i686;Linux Mint
547559;4;0;0;0;#NOME?;2.6.37;laptop;core i3-380M 2,53 Ghz;Indonesia;x86_64;Slackware
226445;2;0;0;0;23;4.2.8;laptop;AMD Athlon II Neo K342;Austria;x86_64;Fedora
547583;2;0;0;0;10.04;2.6.32;laptop;Intel(R) Core(TM)2 Duo CPU T7300;Canada;x86_64;Kubuntu
340034;2;0;0;0;\N;3.0.6;laptop;AMD Turion 64 X2;Sweden;amd64;Gentoo Linux
464443;1;0;0;0;13.1;2.6.33;laptop;Intel Pentium 4;Spain;x86;Slackware
547598;1;0;0;0;16;3.1.6;laptop;Intel Celeron M;Mexico;x86;Fedora
547602;2;0;0;0;13.37;2.6.37;laptop;AMD Turion 64x2 TL-60 2.00 GHz;Canada;unknown;Slackware
506428;2;0;0;0;current;3.1.6;laptop;Intel(R) Core(TM)2 Duo CPU T7500;United States;x86_64;Arch
547129;2;196861;2940;0;Base;3.5.3;laptop;Celeron(R) Dual-Core CPU T3500;United States;x86_64;Gentoo Linux
458249;4;150104;7872;0;n/a;3.12.9;laptop;Intel(R) Core(TM) i7-2640M CPU;United States;x86_64;Arch
507585;2;0;0;0;\N;3.1.6;laptop;1 x Intel Core 2 Duo;Portugal;unknown;Arch
547634;2;0;0;0;11.10;3.0.0;laptop;Intel Core 2 Duo T6570;Canada;amd64;Kubuntu
547637;4;0;0;0;Fedora 15;2.6.41;laptop;Intel Core i5 650;Chile;unknown;Fedora
545879;1;55850;496;487;10.04;2.6.39;laptop;Intel(R) Pentium(R) M processor 1600MHz;Poland;i686;Ubuntu
547652;1;129859;1001;1021;12;3.2.0;laptop;Intel(R) Pentium(R) M processor 1500MHz;United States;i686;unknown
325849;2;311087;8002;8001;10.04;2.6.32;laptop;Intel(R) Core(TM)2 Duo CPU T9300;United States;x86_64;Ubuntu
547668;2;0;0;0;17;3.7.9;laptop;Intel® Celeron(R) CPU B820;Nicaragua;x86_64;Fedora
547681;2;0;0;0;\N;3.1.3;laptop;Intel T7250 Core 2 Duo;Russian Federation;x86_64;Gentoo Linux
547681;2;0;0;0;\N;2.6.36;laptop;Intel Atom N270;Russian Federation;x86;Gentoo Linux
547687;2;297503;988;1024;6.0.5;3.9.0;laptop;Intel(R) Atom(TM) CPU N435;Russian Federation;x86_64;Debian
179884;4;602654;3437;2860;11.10;3.0.0;laptop;AMD A6-3400M APU with Radeon(tm) HD Graphics;Turkey;x86_64;Ubuntu
547686;1;0;0;0;Testing;3.1.0;laptop;Dell Inspiron mini;Chile;i686;Debian
547687;1;75093;873;1028;unstable;3.2.0;laptop;Intel(R) Celeron(R) M CPU 520;Russian Federation;x86_64;Debian
547697;2;289282;3012;3075;12.2;3.4.6;laptop;Intel(R) Core(TM)2 Duo CPU T6600;Poland;x86_64;openSUSE
